episode,waiting_seed_666,waiting_seed_888,waiting_seed_999,waiting_mean,waiting_sample_sd,queue_seed_666,queue_seed_888,queue_seed_999,queue_mean,queue_sample_sd
1,254.82246879334258,202.64771151178917,261.9667128987517,239.81229773462783,32.383096019304965,26.428571428571427,25.39112343966713,29.459084604715674,27.09292649098474,2.113788718581265
2,216.03190013869624,184.84327323162276,220.84466019417476,207.2399445214979,19.544790315783416,28.091539528432733,24.93481276005548,27.995839112343965,27.007397133610727,1.795548420828282
3,186.6893203883495,193.79195561719834,230.0984743411928,203.52658344891356,23.284348734545183,25.571428571428573,24.55755894590846,27.675450762829403,25.93481276005548,1.5903925291932395
4,180.7628294036061,157.57975034674064,186.6768377253814,175.00647249190942,15.37894200363578,25.055478502080444,23.489597780859917,25.75728155339806,24.767452612112805,1.1609550413461074
5,189.12760055478503,182.16366158113732,200.7725381414702,190.68793342579752,9.402050346105263,25.571428571428573,25.062413314840498,26.941747572815533,25.858529819694866,0.9720054826834531
6,179.9251040221914,180.47018030513175,172.27184466019418,177.5557096625058,4.584070141320485,25.701803051317615,24.17891816920943,24.500693481276006,24.793804900601017,0.8026395948010888
7,154.04576976421637,151.73231622746187,137.28016643550623,147.68608414239483,9.085722828073925,23.755894590846047,22.730929264909847,22.280166435506242,22.92233009708738,0.7562533345608102
8,144.34674063800279,136.63245492371706,134.23994452149793,138.40638002773926,5.2817553560496835,22.77115117891817,21.980582524271846,22.95145631067961,22.56773000462321,0.5164146666169479
9,136.14285714285714,132.1012482662968,130.32177531206656,132.85529357374017,2.982899036918289,21.893203883495147,20.868238557558946,21.703190013869627,21.488210818307905,0.5452527127269966
10,125.69209431345354,98.97642163661581,109.6504854368932,111.43966712898752,13.44740383826847,20.95145631067961,18.45492371705964,19.764216366158113,19.72353213129912,1.2487634495677158
11,145.29264909847433,104.500693481276,97.33564493758668,115.70966250577901,25.86888675544523,22.81137309292649,18.945908460471568,19.550624133148403,20.435968562182154,2.079261954325571
12,112.98474341192788,92.01941747572816,91.500693481276,98.83495145631069,12.256823729500315,19.256588072122053,17.77392510402219,17.40221914008322,18.144244105409154,0.9810826448974065
13,114.8252427184466,90.82940360610263,95.92787794729543,100.52750809061489,12.64189549742735,19.198335644937586,17.514563106796118,18.158113730929266,18.29033749422099,0.849638059843196
14,114.84049930651872,80.65187239944521,97.3259361997226,97.60610263522885,17.096035282235935,19.198335644937586,16.054091539528432,18.33841886269071,17.863615349052242,1.625006624916535
15,102.87101248266296,78.06518723994452,92.10402219140083,91.01340730466944,12.43882318052805,18.39251040221914,15.371705963938973,17.234396671289876,16.99953767914933,1.5240354074709828
16,116.5117891816921,78.08321775312066,83.81137309292649,92.80212667591309,20.731956323576746,19.323162274618586,15.742024965325935,16.719833564493758,17.261673601479426,1.851034596181936
17,112.01664355062414,75.95700416088765,75.48404993065188,87.8192325473879,20.956906877462345,18.897364771151178,14.918169209431346,15.03883495145631,16.284789644012942,2.2633606985035826
18,92.93619972260748,68.49375866851595,74.67267683772538,78.70087840961627,12.70936808415442,16.723994452149793,14.133148404993065,15.0,15.285714285714286,1.3188424090136124
19,79.2246879334258,80.77669902912622,74.40499306518724,78.13546000924642,3.322570138587442,15.142857142857142,15.563106796116505,15.110957004160888,15.272306981044844,0.2523446136664977
20,97.3994452149792,73.98890429958391,74.58391123439667,81.9907535829866,13.347634309887953,16.50901525658807,15.041608876560334,15.166435506241331,15.57235321312991,0.8135706850733931
21,91.42718446601941,78.49791955617198,75.16782246879335,81.69764216366157,8.588968605884517,16.244105409153953,15.141470180305133,14.893203883495145,15.426259824318079,0.7190706425724722
