preference_id,raw_delay,raw_green_wave,raw_free_flow,raw_side_fairness,raw_spillback,weight_delay,weight_green_wave,weight_free_flow,weight_side_fairness,weight_spillback,average_waiting_time,average_queue_length,final_waiting_time,final_queue_length,vehicles_seen,main_vehicles_seen,side_vehicles_seen,main_mean_max_waiting,side_mean_max_waiting,side_max_waiting,main_green_ratio,side_green_ratio,mean_no_stop_rate,progression_segment_count,evaluation_seed,rank_waiting_norm,rank_side_wait_norm,rank_no_stop_norm,balance_score,is_pareto_front,selection_label
midpoint,0.465,0.235,0.1,0.2249999999999999,0.075,0.4227272727272728,0.2136363636363636,0.0909090909090909,0.2045454545454545,0.0681818181818181,146.39444444444445,13.9375,0.0,0.0,3467,1616,1851,5.0272277227722775,12.87034035656402,105.0,0.7166666666666667,0.2833333333333333,0.7615556263946446,3137,8848,0.0,0.0,1.0,0.2,True,best_waiting
