step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,2.0445338310673833,0,0.0,1.0,0,0.0,1.0,0,0.0,0.1389677683761617,0,0.0
10.0,1,0.0,0.0,4.914648696425138,0,0.0,0.12382959938108144,0,0.0,1.0,1,0.0,0.4293577774120996,1,0.0
15.0,0,0.0,0.0,9.922017011954338,0,0.0,0.6969513533993648,0,0.0,1.0,0,0.0,0.7520258715252068,0,0.0
20.0,1,0.0,0.0,9.12490700974118,1,0.0,0.2878232746582882,0,0.0,1.0,0,0.0,0.9656592472724457,1,0.0
25.0,0,0.0,0.0,8.487946016130552,0,0.0,0.3519523033930625,0,0.0,0.9624485973674858,0,0.0,0.7366507748941685,0,0.0
30.0,1,1.0,0.08333333333333333,10.344909168609263,0,0.0,0.5308639870301042,0,0.0,0.9435456479586162,1,1.0,0.6645012842190183,1,1.0
35.0,1,6.0,0.5,9.274501667590572,0,0.0,0.5890734785487829,0,0.0,0.9572073349103987,1,6.0,0.3306927120735308,1,6.0
40.0,6,22.0,1.8333333333333333,5.023789600017511,3,6.0,0.48609000638844724,0,0.0,0.9542578797370428,3,16.0,0.12972233121915244,6,22.0
45.0,3,16.0,1.1428571428571428,5.331916291392159,2,16.0,0.428694733249243,0,0.0,0.05527175524357643,1,10.0,0.38905931790229703,3,26.0
50.0,4,32.0,2.0,7.489997910122764,3,31.0,0.23028189510717947,0,2.0,0.9225850139489861,1,1.0,0.44716293770461907,4,34.0
55.0,3,46.0,2.4210526315789473,9.170423527752952,3,47.0,0.422327764812547,0,2.0,0.882947627699153,0,1.0,0.6881927251978334,3,50.0
60.0,0,0.0,0.0,10.038477603346532,0,21.0,0.5698261499046646,0,2.0,0.8588428762565912,0,0.0,0.7152535468983025,0,23.0
65.0,3,7.0,0.3684210526315789,8.994618740701851,2,5.0,0.6568161274272357,1,3.0,0.2812825547193556,0,0.0,0.558224504544359,3,8.0
70.0,1,8.0,0.5,10.788945289722141,0,0.0,0.8531577109686246,1,10.0,0.6779303608114209,0,0.0,0.9020700137386921,1,10.0
75.0,0,0.0,0.0,11.575444355156542,0,0.0,0.9749320969625471,0,4.0,0.9498066068848394,0,0.0,0.6463959101189454,0,4.0
80.0,0,0.0,0.0,10.896376847077052,0,0.0,0.5622207702528889,0,4.0,0.7970148175036085,0,0.0,0.8018075997348404,0,4.0
85.0,0,0.0,0.0,9.954112506529672,0,0.0,0.8473327195539978,0,2.0,0.6691783474862609,0,0.0,0.685096932774036,0,2.0
90.0,1,4.0,0.2,10.762337699904222,0,2.0,0.7426111429438027,0,0.0,0.7553675879999683,1,4.0,0.7342829483741583,1,6.0
95.0,2,13.0,0.6842105263157895,11.501467584050575,0,2.0,0.9526325352630227,1,4.0,0.704369923064986,1,9.0,0.7180734167231672,2,15.0
100.0,4,27.0,1.4210526315789473,7.110834485933189,1,3.0,0.4767123538988693,2,12.0,0.41910372951197356,1,14.0,0.5944873752837299,4,29.0
105.0,3,19.0,0.8636363636363636,6.385444570618582,0,2.0,0.42428647125989283,1,6.0,0.37642089086283503,2,19.0,0.4934023222255733,3,27.0
